Date,COMID,Flow_M3PerDay
2019-06-05,8834898,941.637029166667
2019-06-06,8834898,899.009245833333
2019-04-28,8834894,11729.1446208333
2019-04-29,8834894,11778.3939125
2019-04-30,8834894,12131.7321875
2019-05-01,8834894,12426.9483666667
2019-05-02,8834894,12397.31345
2019-05-03,8834894,12040.988125
2019-05-04,8834894,11779.3209125
2019-05-05,8834894,11342.4486583333
2019-05-06,8834894,10249.0320041667
2019-05-07,8834894,10200.8127208333
2019-05-08,8834894,11034.7840583333
2019-05-09,8834894,9785.4382875
2019-05-10,8834894,7434.8477625
2019-05-11,8834894,5041.23217083333
2019-05-12,8834894,3508.4712125
2019-05-13,8834894,2824.71978333333
2019-05-14,8834894,2608.96167916667
2019-05-15,8834894,2565.31860833333
2019-05-16,8834894,2676.6923375
2019-05-17,8834894,2799.63163333333
2019-05-18,8834894,2917.8917375
2019-05-19,8834894,2938.06525833333
2019-05-20,8834894,2638.9644625
2019-05-21,8834894,2212.30405
2019-05-22,8834894,1945.45735
2019-05-23,8834894,1769.19285416667
2019-05-24,8834894,1612.74875416667
2019-05-25,8834894,1481.95192916667
2019-05-26,8834894,1381.09903333333
2019-05-27,8834894,1300.02235833333
2019-05-28,8834894,1229.84910833333
2019-05-29,8834894,1152.33334583333
2019-05-30,8834894,1098.13999583333
2019-05-31,8834894,1063.00186666667
2019-06-01,8834894,1032.925525
2019-06-02,8834894,1021.47767916667
2019-06-03,8834894,1022.0074
2019-06-04,8834894,988.708583333334
2019-06-05,8834894,940.813008333333
2019-06-06,8834894,898.656095833333
2019-04-28,8834892,11723.8768458333
2019-04-29,8834892,11784.2649708333
2019-04-30,8834892,12142.1353125
2019-05-01,8834892,12431.1861291667
2019-05-02,8834892,12389.4559333333
2019-05-03,8834892,12031.02645
2019-05-04,8834892,11773.391
2019-05-05,8834892,11313.9173375
2019-05-06,8834892,10231.595375
2019-05-07,8834892,10212.8344375
2019-05-08,8834892,11041.8323
2019-05-09,8834892,9720.78296666667
2019-05-10,8834892,7357.49386666666
2019-05-11,8834892,4966.18842916667
2019-05-12,8834892,3467.50617083333
2019-05-13,8834892,2807.59216666667
2019-05-14,8834892,2604.4149125
2019-05-15,8834892,2566.21619583333
2019-05-16,8834892,2682.3721125
2019-05-17,8834892,2804.1784
2019-05-18,8834892,2922.61509166667
2019-05-19,8834892,2932.79749166667
2019-05-20,8834892,2619.87981666667
2019-05-21,8834892,2196.57429166667
2019-05-22,8834892,1935.510375
2019-05-23,8834892,1761.57076666667
2019-05-24,8834892,1604.847075
2019-05-25,8834892,1476.12499166667
2019-05-26,8834892,1376.21382916667
2019-05-27,8834892,1296.15247083333
2019-05-28,8834892,1225.5672125
2019-05-29,8834892,1148.55173333333
2019-05-30,8834892,1095.72682916667
2019-05-31,8834892,1060.8829875
2019-06-01,8834892,1031.32164583333
2019-06-02,8834892,1021.33053333333
2019-06-03,8834892,1021.0951
2019-06-04,8834892,985.795120833333
2019-06-05,8834892,937.767129166667
2019-06-06,8834892,897.302358333333
2019-04-28,8834930,13479.2675291667
2019-04-29,8834930,13091.7181666667
2019-04-30,8834930,12750.0484458333
2019-05-01,8834930,12379.2293416667
2019-05-02,8834930,12041.7532666667
2019-05-03,8834930,11737.5612958333
2019-05-04,8834930,11516.6678666667
2019-05-05,8834930,10929.2519916667
2019-05-06,8834930,10375.0613208333
2019-05-07,8834930,10516.7762666667
2019-05-08,8834930,10501.7086791667
2019-05-09,8834930,8667.96347916667
2019-05-10,8834930,6111.19398333333
2019-05-11,8834930,4118.78279583333
2019-05-12,8834930,3249.48205416667
2019-05-13,8834930,3026.66101666667
2019-05-14,8834930,2947.57080833333
2019-05-15,8834930,3037.505575
2019-05-16,8834930,3175.8214875
2019-05-17,8834930,3313.357525
2019-05-18,8834930,3322.59820416667
2019-05-19,8834930,2944.186475
2019-05-20,8834930,2461.6846875
2019-05-21,8834930,2221.64775
2019-05-22,8834930,2022.472825
2019-05-23,8834930,1878.02099583333
2019-05-24,8834930,1776.69721666667
2019-05-25,8834930,1666.26519583333
2019-05-26,8834930,1617.97234583333
2019-05-27,8834930,1523.84397083333
2019-05-28,8834930,1439.147575
2019-05-29,8834930,1399.16839166667
2019-05-30,8834930,1341.59072916667
2019-05-31,8834930,1324.13939166667
2019-06-01,8834930,1365.78129166667
2019-06-02,8834930,1344.5483375
2019-06-03,8834930,1301.25840416667
2019-06-04,8834930,1201.6856625
2019-06-05,8834930,1007.21937083333
2019-06-06,8834930,1175.81764166667
2019-04-28,8834924,11817.284225
2019-04-29,8834924,11755.4099333333
2019-04-30,8834924,12054.2752791667
2019-05-01,8834924,12393.6642541667
2019-05-02,8834924,12462.96935
2019-05-03,8834924,12148.5066708333
2019-05-04,8834924,11848.1698625
2019-05-05,8834924,11552.8948458333
2019-05-06,8834924,10474.8842166667
2019-05-07,8834924,10150.5628541667
2019-05-08,8834924,10881.2386958333
2019-05-09,8834924,10319.8968333333
2019-05-10,8834924,8099.82355833333
2019-05-11,8834924,5741.97880416667
2019-05-12,8834924,3934.3664875
2019-05-13,8834924,3023.85055
2019-05-14,8834924,2670.42399166667
2019-05-15,8834924,2579.47392083333
2019-05-16,8834924,2633.21111666667
2019-05-17,8834924,2766.14152916667
2019-05-18,8834924,2881.9296
2019-05-19,8834924,2966.25815416667
2019-05-20,8834924,2792.48041666667
2019-05-21,8834924,2372.985925
2019-05-22,8834924,2050.63630416667
2019-05-23,8834924,1845.4873375
2019-05-24,8834924,1688.807775
2019-05-25,8834924,1543.78208333333
2019-05-26,8834924,1432.1287625
2019-05-27,8834924,1342.44415833333
2019-05-28,8834924,1269.7400125
2019-05-29,8834924,1194.034125
2019-05-30,8834924,1127.4070625
2019-05-31,8834924,1084.13183333333
2019-06-01,8834924,1051.98074166667
2019-06-02,8834924,1029.09976666667
2019-06-03,8834924,1027.43702083333
2019-06-04,8834924,1013.10515416667
2019-06-05,8834924,969.005925
2019-06-06,8834924,922.081508333333
2019-04-28,8834918,11795.0506708333
2019-04-29,8834918,11762.1344375
2019-04-30,8834918,12076.1115291667
2019-05-01,8834918,12406.0538333333
2019-05-02,8834918,12452.1395208333
2019-05-03,8834918,12123.4920958333
2019-05-04,8834918,11832.6019708333
2019-05-05,8834918,11511.9592208333
2019-05-06,8834918,10411.9357666667
2019-05-07,8834918,10158.5528083333
2019-05-08,8834918,10933.6074458333
2019-05-09,8834918,10199.00285
2019-05-10,8834918,7941.55484166667
2019-05-11,8834918,5567.83320416667
2019-05-12,8834918,3821.60959583333
2019-05-13,8834918,2970.92265416667
2019-05-14,8834918,2653.7525
2019-05-15,8834918,2575.14787083333
2019-05-16,8834918,2644.54125416667
2019-05-17,8834918,2775.77950833333
2019-05-18,8834918,2891.8471375
2019-05-19,8834918,2964.24227916667
2019-05-20,8834918,2759.75545833333
2019-05-21,8834918,2332.18274583333
2019-05-22,8834918,2023.73825833333
2019-05-23,8834918,1826.69695833333
2019-05-24,8834918,1670.812
2019-05-25,8834918,1528.361325
2019-05-26,8834918,1419.827475
2019-05-27,8834918,1332.17345416667
2019-05-28,8834918,1260.70532083333
2019-05-29,8834918,1183.83700416667
2019-05-30,8834918,1120.1822625
2019-05-31,8834918,1079.26135416667
2019-06-01,8834918,1047.49282916667
2019-06-02,8834918,1026.93673333333
2019-06-03,8834918,1027.0838875
2019-06-04,8834918,1008.32294166667
2019-06-05,8834918,962.619841666666
2019-06-06,8834918,915.6954375
2019-04-28,8831730,11560.1049291667
2019-04-29,8831730,11986.5152208333
2019-04-30,8831730,12258.5855458333
2019-05-01,8831730,12151.6997125
2019-05-02,8831730,11781.0572375
2019-05-03,8831730,11560.8406583333
2019-05-04,8831730,10967.936275
2019-05-05,8831730,9807.36282083334
2019-05-06,8831730,10080.9340416667
2019-05-07,8831730,11085.4459375
2019-05-08,8831730,9025.46597083333
2019-05-09,8831730,6180.9405125
2019-05-10,8831730,3622.41996666667
2019-05-11,8831730,2724.32304166667
2019-05-12,8831730,2465.09844166667
2019-05-13,8831730,2426.50241666667
2019-05-14,8831730,2541.17217916667
2019-05-15,8831730,2672.36629166667
2019-05-16,8831730,2788.3898
2019-05-17,8831730,2904.4280125
2019-05-18,8831730,2666.03908333333
2019-05-19,8831730,2080.10935833333
2019-05-20,8831730,1837.5120875
2019-05-21,8831730,1665.30878333333
2019-05-22,8831730,1489.92715
2019-05-23,8831730,1378.34742916667
2019-05-24,8831730,1283.40974583333
2019-05-25,8831730,1208.96929583333
2019-05-26,8831730,1146.065
2019-05-27,8831730,1060.73585416667
2019-05-28,8831730,1022.0074
2019-05-29,8831730,999.141133333333
2019-05-30,8831730,941.534029166667
2019-05-31,8831730,966.8134625
2019-06-01,8831730,961.472116666667
2019-06-02,8831730,918.196895833333
2019-06-03,8831730,871.816929166666
2019-06-04,8831730,822.9502125
2019-06-05,8831730,810.943216666667
2019-06-06,8831730,1063.50215833333
2019-04-28,8831726,11565.82885
2019-04-29,8831726,11999.08135
2019-04-30,8831726,12267.9292083333
2019-05-01,8831726,12143.1359041667
2019-05-02,8831726,11769.78595
2019-05-03,8831726,11555.2491375
2019-05-04,8831726,10926.103075
2019-05-05,8831726,9800.00559583333
2019-05-06,8831726,10104.8156041667
2019-05-07,8831726,11077.1617
2019-05-08,8831726,8938.34165416667
2019-05-09,8831726,6051.07070833333
2019-05-10,8831726,3553.74761666667
2019-05-11,8831726,2690.49450416667
2019-05-12,8831726,2463.77413333333
2019-05-13,8831726,2424.545375
2019-05-14,8831726,2550.41285416667
2019-05-15,8831726,2675.22089166667
2019-05-16,8831726,2793.34857083333
2019-05-17,8831726,2901.293825
2019-05-18,8831726,2640.06804583333
2019-05-19,8831726,2054.91820416667
2019-05-20,8831726,1823.4745
2019-05-21,8831726,1655.08223333333
2019-05-22,8831726,1477.72887916667
2019-05-23,8831726,1371.18147916667
2019-05-24,8831726,1277.36210416667
2019-05-25,8831726,1203.90752083333
2019-05-26,8831726,1138.4723375
2019-05-27,8831726,1057.66052083333
2019-05-28,8831726,1016.35704166667
2019-05-29,8831726,995.697945833333
2019-05-30,8831726,936.163245833333
2019-05-31,8831726,969.182495833333
2019-06-01,8831726,960.7511125
2019-06-02,8831726,914.5329875
2019-06-03,8831726,867.97645
2019-06-04,8831726,819.2715875
2019-06-05,8831726,816.1962625
2019-06-06,8831726,1076.4508875
2019-04-28,8831710,11566.3880125
2019-04-29,8831710,12003.2896875
2019-04-30,8831710,12270.7102416667
2019-05-01,8831710,12141.3848708333
2019-05-02,8831710,11766.5340458333
2019-05-03,8831710,11554.11615
2019-05-04,8831710,10921.5563166667
2019-05-05,8831710,9791.8243625
2019-05-06,8831710,10107.2140666667
2019-05-07,8831710,11076.6761291667
2019-05-08,8831710,8909.3688875
2019-05-09,8831710,5996.67135416667
2019-05-10,8831710,3527.23215416667
2019-05-11,8831710,2678.0460625
2019-05-12,8831710,2460.53694583333
2019-05-13,8831710,2422.33823333333
2019-05-14,8831710,2553.385175
2019-05-15,8831710,2676.2950375
2019-05-16,8831710,2794.99656666667
2019-05-17,8831710,2898.9100875
2019-05-18,8831710,2630.15050416667
2019-05-19,8831710,2045.0300875
2019-05-20,8831710,1816.33796666667
2019-05-21,8831710,1648.26942083333
2019-05-22,8831710,1471.18094583333
2019-05-23,8831710,1367.04674583333
2019-05-24,8831710,1275.4051
2019-05-25,8831710,1198.71332916667
2019-05-26,8831710,1135.04387916667
2019-05-27,8831710,1054.96779166667
2019-05-28,8831710,1013.7673
2019-05-29,8831710,994.697366666667
2019-05-30,8831710,934.235666666667
2019-05-31,8831710,966.931179166667
2019-06-01,8831710,957.9994875
2019-06-02,8831710,913.4147125
2019-06-03,8831710,864.739266666667
2019-06-04,8831710,817.505875
2019-06-05,8831710,813.7242375
2019-06-06,8831710,1076.31846666667
2019-04-28,8831712,11565.5051291667
2019-04-29,8831712,11999.7582208333
2019-04-30,8831712,12268.2382208333
2019-05-01,8831712,12142.4001791667
2019-05-02,8831712,11768.7412208333
2019-05-03,8831712,11554.6899875
2019-05-04,8831712,10924.7493416667
2019-05-05,8831712,9793.9432375
2019-05-06,8831712,10105.1099
2019-05-07,8831712,11076.6908375
2019-05-08,8831712,8931.94086666667
2019-05-09,8831712,6040.19673333333
2019-05-10,8831712,3548.58284166667
2019-05-11,8831712,2687.875325
2019-05-12,8831712,2461.6994
2019-05-13,8831712,2423.92738333333
2019-05-14,8831712,2550.61886666667
2019-05-15,8831712,2675.04431666667
2019-05-16,8831712,2793.27499166667
2019-05-17,8831712,2900.60225416667
2019-05-18,8831712,2637.89031666667
2019-05-19,8831712,2053.064175
2019-05-20,8831712,1821.95890416667
2019-05-21,8831712,1652.0804875
2019-05-22,8831712,1476.463425
2019-05-23,8831712,1370.21032916667
2019-05-24,8831712,1276.5381
2019-05-25,8831712,1202.80393333333
2019-05-26,8831712,1137.56003333333
2019-05-27,8831712,1056.95424583333
2019-05-28,8831712,1015.5919
2019-05-29,8831712,995.124066666667
2019-05-30,8831712,935.471666666667
2019-05-31,8831712,968.093625
2019-06-01,8831712,958.043645833333
2019-06-02,8831712,913.959129166667
2019-06-03,8831712,867.181866666667
2019-06-04,8831712,818.60945
2019-06-05,8831712,811.340495833333
2019-06-06,8831712,1073.581575
2019-04-28,8831706,12465.7945333333
2019-04-29,8831706,12246.1812375
2019-04-30,8831706,12030.1877166667
2019-05-01,8831706,11798.4938666667
2019-05-02,8831706,11516.653125
2019-05-03,8831706,11252.3667541667
2019-05-04,8831706,11160.4602583333
2019-05-05,8831706,10484.4927625
2019-05-06,8831706,9819.69355416667
2019-05-07,8831706,10134.37695
2019-05-08,8831706,10782.2545333333
2019-05-09,8831706,8553.58801666666
2019-05-10,8831706,6186.12
2019-05-11,8831706,3874.41979583333
2019-05-12,8831706,2961.94682083333
2019-05-13,8831706,2594.93880833333
2019-05-14,8831706,2354.21027083333
2019-05-15,8831706,2421.072775
2019-05-16,8831706,2617.55493333333
2019-05-17,8831706,2768.90784583333
2019-05-18,8831706,2898.5128
2019-05-19,8831706,2863.15395
2019-05-20,8831706,2473.60339583333
2019-05-21,8831706,2097.4577125
2019-05-22,8831706,1907.58234583333
2019-05-23,8831706,1716.22080416667
2019-05-24,8831706,1561.58657083333
2019-05-25,8831706,1457.9085
2019-05-26,8831706,1382.24675416667
2019-05-27,8831706,1319.25415416667
2019-05-28,8831706,1250.62592916667
2019-05-29,8831706,1180.57039166667
2019-05-30,8831706,1158.3074125
2019-05-31,8831706,1151.00904166667
2019-06-01,8831706,1109.01397916667
2019-06-02,8831706,1080.89465833333
2019-06-03,8831706,1077.495625
2019-06-04,8831706,1044.96194166667
2019-06-05,8831706,984.985829166667
2019-06-06,8831706,951.539854166667
2019-04-28,8831754,11512.6949333333
2019-04-29,8831754,11896.6392958333
2019-04-30,8831754,12232.6733708333
2019-05-01,8831754,12228.9800458333
2019-05-02,8831754,11864.1350666667
2019-05-03,8831754,11615.8138666667
2019-05-04,8831754,11257.9729583333
2019-05-05,8831754,9942.00013333333
2019-05-06,8831754,9955.09599166667
2019-05-07,8831754,11039.6398333333
2019-05-08,8831754,9646.092375
2019-05-09,8831754,7004.36159583333
2019-05-10,8831754,4209.70342916667
2019-05-11,8831754,2965.99330416667
2019-05-12,8831754,2511.0811125
2019-05-13,8831754,2451.399275
2019-05-14,8831754,2477.23787083333
2019-05-15,8831754,2650.54475833333
2019-05-16,8831754,2760.25574166667
2019-05-17,8831754,2889.38982083333
2019-05-18,8831754,2793.42214166667
2019-05-19,8831754,2291.5414
2019-05-20,8831754,1924.31267083333
2019-05-21,8831754,1729.12538333333
2019-05-22,8831754,1577.69890416667
2019-05-23,8831754,1427.00814166667
2019-05-24,8831754,1328.5095625
2019-05-25,8831754,1244.26927916667
2019-05-26,8831754,1183.4397125
2019-05-27,8831754,1096.85983333333
2019-05-28,8831754,1047.87541666667
2019-05-29,8831754,1014.07630416667
2019-05-30,8831754,975.274279166667
2019-05-31,8831754,952.24615
2019-06-01,8831754,967.917045833333
2019-06-02,8831754,945.492208333333
2019-06-03,8831754,899.21525
2019-06-04,8831754,848.980083333333
2019-06-05,8831754,812.9443625
2019-06-06,8831754,936.825404166667
2019-04-28,8831752,11505.087575
2019-04-29,8831752,11882.3662625
2019-04-30,8831752,12226.2873
2019-05-01,8831752,12239.1035958333
2019-05-02,8831752,11877.7312208333
2019-05-03,8831752,11624.3924
2019-05-04,8831752,11294.626675
2019-05-05,8831752,9972.90048333334
2019-05-06,8831752,9943.221425
2019-05-07,8831752,11012.8448
2019-05-08,8831752,9740.92705
2019-05-09,8831752,7125.19670833333
2019-05-10,8831752,4318.78170833333
2019-05-11,8831752,3007.37035833333
2019-05-12,8831752,2522.73497916667
2019-05-13,8831752,2456.19619583333
2019-05-14,8831752,2469.65990833333
2019-05-15,8831752,2645.55655
2019-05-16,8831752,2754.60540416667
2019-05-17,8831752,2883.35690833333
2019-05-18,8831752,2808.10715833333
2019-05-19,8831752,2327.16510833333
2019-05-20,8831752,1938.18840833333
2019-05-21,8831752,1740.3672375
2019-05-22,8831752,1590.5004875
2019-05-23,8831752,1434.4978
2019-05-24,8831752,1335.76378333333
2019-05-25,8831752,1250.16977916667
2019-05-26,8831752,1187.883475
2019-05-27,8831752,1104.02577916667
2019-05-28,8831752,1050.62702083333
2019-05-29,8831752,1015.724325
2019-05-30,8831752,979.718041666667
2019-05-31,8831752,950.4362625
2019-06-01,8831752,969.8740625
2019-06-02,8831752,948.493954166667
2019-06-03,8831752,903.18815
2019-06-04,8831752,852.746979166667
2019-06-05,8831752,815.210395833333
2019-06-06,8831752,918.402895833333
2019-04-28,8831748,11520.2728833333
2019-04-29,8831748,11915.2678083333
2019-04-30,8831748,12237.7204375
2019-05-01,8831748,12208.7476708333
2019-05-02,8831748,11840.327075
2019-05-03,8831748,11600.039975
2019-05-04,8831748,11194.1710833333
2019-05-05,8831748,9892.67725416667
2019-05-06,8831748,9974.09236666667
2019-05-07,8831748,11069.5248958333
2019-05-08,8831748,9493.68000416667
2019-05-09,8831748,6809.04186666667
2019-05-10,8831748,4044.35707083333
2019-05-11,8831748,2900.631675
2019-05-12,8831748,2492.11418333333
2019-05-13,8831748,2441.5700125
2019-05-14,8831748,2488.24427916667
2019-05-15,8831748,2655.01795
2019-05-16,8831748,2765.9943875
2019-05-17,8831748,2895.1431875
2019-05-18,8831748,2766.06795833333
2019-05-19,8831748,2234.0225875
2019-05-20,8831748,1900.9608375
2019-05-21,8831748,1709.80530416667
2019-05-22,8831748,1555.05335
2019-05-23,8831748,1413.6768375
2019-05-24,8831748,1315.48725416667
2019-05-25,8831748,1233.57186666667
2019-05-26,8831748,1174.52274583333
2019-05-27,8831748,1084.66155833333
2019-05-28,8831748,1041.88662916667
2019-05-29,8831748,1009.98568333333
2019-05-30,8831748,966.592745833333
2019-05-31,8831748,954.4238875
2019-06-01,8831748,964.209
2019-06-02,8831748,939.135570833334
2019-06-03,8831748,891.769725
2019-06-04,8831748,842.049566666667
2019-06-05,8831748,809.0597625
2019-06-06,8831748,965.047716666667
2019-04-28,8831734,11545.8024708333
2019-04-29,8831734,11960.41175
2019-04-30,8831734,12251.3607416667
2019-05-01,8831734,12176.1698583333
2019-05-02,8831734,11805.424375
2019-05-03,8831734,11577.2178416667
2019-05-04,8831734,11065.861
2019-05-05,8831734,9832.74527916667
2019-05-06,8831734,10032.4057458333
2019-05-07,8831734,11093.6418916667
2019-05-08,8831734,9215.67977083333
2019-05-09,8831734,6441.4011375
2019-05-10,8831734,3780.57097916667
2019-05-11,8831734,2794.0842875
2019-05-12,8831734,2472.98537916667
2019-05-13,8831734,2431.5936125
2019-05-14,8831734,2519.57135833333
2019-05-15,8831734,2666.05379166667
2019-05-16,8831734,2779.84069166667
2019-05-17,8831734,2904.70757916667
2019-05-18,8831734,2711.4626125
2019-05-19,8831734,2138.99661666667
2019-05-20,8831734,1863.77740416667
2019-05-21,8831734,1683.4222875
2019-05-22,8831734,1516.47203333333
2019-05-23,8831734,1393.1501625
2019-05-24,8831734,1296.13775
2019-05-25,8831734,1218.62197916667
2019-05-26,8831734,1159.02842916667
2019-05-27,8831734,1068.711075
2019-05-28,8831734,1031.4835
2019-05-29,8831734,1004.4971875
2019-05-30,8831734,952.260866666667
2019-05-31,8831734,962.060691666667
2019-06-01,8831734,962.310833333333
2019-06-02,8831734,927.466995833333
2019-06-03,8831734,880.145308333333
2019-06-04,8831734,831.1903125
2019-06-05,8831734,808.662479166667
2019-06-06,8831734,1026.8043125
2019-04-28,8831736,11528.7337125
2019-04-29,8831736,11930.5561166667
2019-04-30,8831736,12242.5467791667
2019-05-01,8831736,12197.5646791667
2019-05-02,8831736,11827.8933458333
2019-05-03,8831736,11591.9322958333
2019-05-04,8831736,11151.6021333333
2019-05-05,8831736,9869.237125
2019-05-06,8831736,9992.11757083333
2019-05-07,8831736,11081.252325
2019-05-08,8831736,9398.77175416667
2019-05-09,8831736,6684.8077
2019-05-10,8831736,3950.728975
2019-05-11,8831736,2863.43352916667
2019-05-12,8831736,2484.21252083333
2019-05-13,8831736,2437.56768333333
2019-05-14,8831736,2498.33839583333
2019-05-15,8831736,2658.711275
2019-05-16,8831736,2770.68829166667
2019-05-17,8831736,2898.99837916667
2019-05-18,8831736,2748.38117916667
2019-05-19,8831736,2200.723775
2019-05-20,8831736,1888.15925416667
2019-05-21,8831736,1700.38805833333
2019-05-22,8831736,1541.83976666667
2019-05-23,8831736,1406.67276666667
2019-05-24,8831736,1308.68917916667
2019-05-25,8831736,1228.28937916667
2019-05-26,8831736,1169.49040833333
2019-05-27,8831736,1078.77577083333
2019-05-28,8831736,1038.51700833333
2019-05-29,8831736,1008.234675
2019-05-30,8831736,961.7516875
2019-05-31,8831736,956.895916666667
2019-06-01,8831736,963.282
2019-06-02,8831736,935.339245833334
2019-06-03,8831736,887.752679166667
2019-06-04,8831736,838.385670833333
2019-06-05,8831736,807.897308333333
2019-06-06,8831736,986.015833333333
2019-04-28,8831794,11536.5617916667
2019-04-29,8831794,11859.7207166667
2019-04-30,8831794,12233.0559583333
2019-05-01,8831794,12322.9759958333
2019-05-02,8831794,12003.9371208333
2019-05-03,8831794,11712.1788458333
2019-05-04,8831794,11468.8752791667
2019-05-05,8831794,10256.0802291667
2019-05-06,8831794,9954.87526666667
2019-05-07,8831794,10818.6581083333
2019-05-08,8831794,10239.7324583333
2019-05-09,8831794,7770.89655416667
2019-05-10,8831794,5017.99805
2019-05-11,8831794,3317.66885
2019-05-12,8831794,2658.15212083333
2019-05-13,8831794,2510.5366875
2019-05-14,8831794,2483.02065833333
2019-05-15,8831794,2631.38652083333
2019-05-16,8831794,2746.8655875
2019-05-17,8831794,2868.86315416667
2019-05-18,8831794,2885.53465833333
2019-05-19,8831794,2528.47360833333
2019-05-20,8831794,2059.47968333333
2019-05-21,8831794,1831.33200416667
2019-05-22,8831794,1671.606575
2019-05-23,8831794,1505.83350416667
2019-05-24,8831794,1393.63575
2019-05-25,8831794,1300.83165833333
2019-05-26,8831794,1227.84795
2019-05-27,8831794,1156.48283333333
2019-05-28,8831794,1083.16067916667
2019-05-29,8831794,1042.1514875
2019-05-30,8831794,1011.2069875
2019-05-31,8831794,967.475616666667
2019-06-01,8831794,985.971683333333
2019-06-02,8831794,974.6709875
2019-06-03,8831794,934.2503625
2019-06-04,8831794,884.942220833333
2019-06-05,8831794,844.47745
2019-06-06,8831794,877.893991666666
2019-04-28,8831792,11581.8970333333
2019-04-29,8831792,11891.0919541667
2019-04-30,8831792,12265.7809083333
2019-05-01,8831792,12364.85335
2019-05-02,8831792,12051.8473958333
2019-05-03,8831792,11751.4076
2019-05-04,8831792,11516.6825666667
2019-05-05,8831792,10330.9621083333
2019-05-06,8831792,9994.95745
2019-05-07,8831792,10801.7806166667
2019-05-08,8831792,10338.2898958333
2019-05-09,8831792,7894.23314166667
2019-05-10,8831792,5154.85721666667
2019-05-11,8831792,3390.417125
2019-05-12,8831792,2700.02948333333
2019-05-13,8831792,2535.49239583333
2019-05-14,8831792,2500.61913333333
2019-05-15,8831792,2641.77492083333
2019-05-16,8831792,2758.60773333333
2019-05-17,8831792,2878.82484583333
2019-05-18,8831792,2908.41562916667
2019-05-19,8831792,2571.45452916667
2019-05-20,8831792,2091.89563333333
2019-05-21,8831792,1856.640875
2019-05-22,8831792,1694.03140416667
2019-05-23,8831792,1527.3313
2019-05-24,8831792,1411.7051
2019-05-25,8831792,1317.4001375
2019-05-26,8831792,1244.34285833333
2019-05-27,8831792,1172.66873333333
2019-05-28,8831792,1096.13882916667
2019-05-29,8831792,1053.68762083333
2019-05-30,8831792,1023.71427083333
2019-05-31,8831792,977.790458333333
2019-06-01,8831792,995.227091666667
2019-06-02,8831792,984.9711
2019-06-03,8831792,944.771204166667
2019-06-04,8831792,895.6102
2019-06-05,8831792,853.7181375
2019-06-06,8831792,896.7137875
2019-04-28,8831780,11542.0208625
2019-04-29,8831780,11875.1561875
2019-04-30,8831780,12242.1936333333
2019-05-01,8831780,12316.8253625
2019-05-02,8831780,11987.8100708333
2019-05-03,8831780,11703.0411708333
2019-05-04,8831780,11444.6258625
2019-05-05,8831780,10205.8156333333
2019-05-06,8831780,9955.47857083334
2019-05-07,8831780,10864.9203625
2019-05-08,8831780,10151.1661416667
2019-05-09,8831780,7653.63703333333
2019-05-10,8831780,4887.112925
2019-05-11,8831780,3261.13589583333
2019-05-12,8831780,2635.506575
2019-05-13,8831780,2505.7103375
2019-05-14,8831780,2485.05124583333
2019-05-15,8831780,2639.49418333333
2019-05-16,8831780,2752.8396625
2019-05-17,8831780,2875.9261
2019-05-18,8831780,2875.46995
2019-05-19,8831780,2494.36549166667
2019-05-20,8831780,2039.12959166667
2019-05-21,8831780,1817.5887125
2019-05-22,8831780,1660.14400833333
2019-05-23,8831780,1495.20965833333
2019-05-24,8831780,1385.7193625
2019-05-25,8831780,1293.87171666667
2019-05-26,8831780,1222.75675416667
2019-05-27,8831780,1148.93432083333
2019-05-28,8831780,1078.98177083333
2019-05-29,8831780,1038.94374166667
2019-05-30,8831780,1007.23407916667
2019-05-31,8831780,964.635725
2019-06-01,8831780,984.912245833333
2019-06-02,8831780,972.051820833333
2019-06-03,8831780,930.1008875
2019-06-04,8831780,880.233579166667
2019-06-05,8831780,838.326816666667
2019-06-06,8831780,882.529045833333
